dataset,#trainingRelease,%training,%defectiveInTraining,%defectiveInTesting,classifier,balancing,featureSelection,TP,FP,TN,FN,precision,recall,ROC_Area,kappa
Avro,11,34.56568419933319,0.2076843287795782,0.6872852332890034,naiveBayes,oversampling,noFeatureSel,1.0,220.0,69.0,1.0,0.9789707159628324,0.24054982817869416,0.5380622837370241,-0.004718086519083263
Avro,12,38.0473792552948,0.2515723230317235,0.6872852332890034,naiveBayes,oversampling,noFeatureSel,2.0,17.0,272.0,0.0,0.9938506058961838,0.9415807560137457,1.0,0.18028169014084458
Avro,13,41.52907431125641,0.2881014021113515,0.6369426846504211,naiveBayes,oversampling,noFeatureSel,2.0,279.0,33.0,0.0,0.9936759072466397,0.11146496815286625,0.9583333333333334,0.0015044792450249617
Avro,14,45.28595209121704,0.317040947265923,0.31847134232521057,naiveBayes,oversampling,noFeatureSel,1.0,312.0,1.0,0.0,0.9968254614273214,0.006369426751592357,1.0,2.0414412575278474E-5
Avro,15,49.04283285140991,0.31715051736682653,0.3174603218212724,naiveBayes,oversampling,noFeatureSel,1.0,311.0,3.0,0.0,0.9968355718355719,0.012698412698412698,1.0,6.12426126098546E-5
Avro,16,52.811676263809204,0.31717263627797365,0.31347961630672216,naiveBayes,oversampling,noFeatureSel,1.0,314.0,4.0,0.0,0.9968751554958452,0.01567398119122257,1.0,7.98610417872888E-5
Avro,17,56.628382205963135,0.3169237170368433,0.5361930467188358,naiveBayes,oversampling,noFeatureSel,2.0,326.0,45.0,0.0,0.994670764402014,0.1260053619302949,0.7466307277628033,0.0014780994925191816
Avro,18,61.09117269515991,0.3329416271299124,0.5319148767739534,naiveBayes,oversampling,noFeatureSel,2.0,328.0,46.0,0.0,0.9947130883301096,0.1276595744680851,0.9973262032085561,0.0014897337910486205
Avro,19,65.58985114097595,0.3465888323262334,0.4739336669445038,naiveBayes,oversampling,noFeatureSel,2.0,375.0,45.0,0.0,0.9952858058757715,0.11137440758293839,0.9988095238095237,0.0011361484567316794
Avro,20,70.638906955719,0.35569106694310904,0.4662004765123129,naiveBayes,oversampling,noFeatureSel,2.0,424.0,3.0,0.0,0.9953598826838262,0.011655011655011656,1.0,6.596741209842487E-5
Avro,21,75.77171325683594,0.3631770145148039,0.647948170080781,naiveBayes,oversampling,noFeatureSel,3.0,445.0,15.0,0.0,0.9935639077445233,0.038876889848812095,0.9956521739130434,4.3662825955124247E-4
Avro,22,81.31132125854492,0.38257797714322805,0.6109979469329119,naiveBayes,oversampling,noFeatureSel,3.0,450.0,38.0,0.0,0.9939304838078796,0.0835030549898167,0.8183060109289617,0.0010308439356536284
Avro,23,87.18593120574951,0.3979689907282591,1.7241379246115685,naiveBayes,oversampling,noFeatureSel,9.0,491.0,22.0,0.0,0.9830689655172414,0.05938697318007663,0.598332250379034,0.0015426688170535022
Avro,1,1.1605647392570972,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,68.0,0.0,1.0,1.0,NaN,1.0
Avro,2,1.9741564989089966,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,415.0,0.0,1.0,1.0,NaN,1.0
Avro,3,6.939458847045898,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,158.0,0.0,1.0,1.0,NaN,1.0
Avro,4,8.829863369464874,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,160.0,0.0,1.0,1.0,NaN,1.0
Avro,5,10.74419692158699,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,171.0,0.0,1.0,1.0,NaN,1.0
Avro,6,12.790140509605408,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,241.0,0.0,1.0,1.0,NaN,1.0
Avro,7,15.673606097698212,0.0,0.0,ibk,oversampling,noFeatureSel,0.0,0.0,239.0,0.0,1.0,1.0,NaN,1.0
Avro,8,18.533141911029816,0.0,0.37878789007663727,ibk,oversampling,noFeatureSel,0.0,0.0,789.0,3.0,NaN,0.9962121212121212,0.59801436417406,0.0
Avro,9,28.009092807769775,0.1281503587961197,0.3717472078278661,ibk,oversampling,noFeatureSel,1.0,6.0,262.0,0.0,0.9968135953266065,0.9776951672862454,1.0,0.24508886810103048
Avro,10,31.22756779193878,0.15325670829042792,0.716845877468586,ibk,oversampling,noFeatureSel,1.0,2.0,275.0,1.0,0.991623811750039,0.989247311827957,0.6922382671480144,0.3947939262472909
Avro,11,34.56568419933319,0.2076843287795782,0.6872852332890034,ibk,oversampling,noFeatureSel,2.0,2.0,287.0,0.0,0.9965635738831615,0.993127147766323,0.9948096885813149,0.6635838150289024
Avro,12,38.0473792552948,0.2515723230317235,0.6872852332890034,ibk,oversampling,noFeatureSel,2.0,0.0,289.0,0.0,1.0,1.0,1.0,1.0
Avro,13,41.52907431125641,0.2881014021113515,0.6369426846504211,ibk,oversampling,noFeatureSel,2.0,9.0,303.0,0.0,0.9947886508396063,0.9713375796178344,0.9967948717948717,0.30014858841010494
Avro,14,45.28595209121704,0.317040947265923,0.31847134232521057,ibk,oversampling,noFeatureSel,1.0,1.0,312.0,0.0,0.9984076433121019,0.9968152866242038,0.9968051118210862,0.6652452025586342
Avro,15,49.04283285140991,0.31715051736682653,0.3174603218212724,ibk,oversampling,noFeatureSel,1.0,3.0,311.0,0.0,0.9976190476190476,0.9904761904761905,1.0,0.39693682195277713
Avro,16,52.811676263809204,0.31717263627797365,0.31347961630672216,ibk,oversampling,noFeatureSel,1.0,0.0,318.0,0.0,1.0,1.0,1.0,1.0
Avro,17,56.628382205963135,0.3169237170368433,0.5361930467188358,ibk,oversampling,noFeatureSel,1.0,2.0,369.0,1.0,0.9937371688041929,0.9919571045576407,0.6543126684636119,0.3961144090663766
Avro,18,61.09117269515991,0.3329416271299124,0.5319148767739534,ibk,oversampling,noFeatureSel,2.0,0.0,374.0,0.0,1.0,1.0,1.0,1.0
Avro,19,65.58985114097595,0.3465888323262334,0.4739336669445038,ibk,oversampling,noFeatureSel,2.0,3.0,417.0,0.0,0.9971563981042655,0.9928909952606635,1.0,0.5685071574642113
Avro,20,70.638906955719,0.35569106694310904,0.4662004765123129,ibk,oversampling,noFeatureSel,2.0,0.0,427.0,0.0,1.0,1.0,1.0,1.0
Avro,21,75.77171325683594,0.3631770145148039,0.647948170080781,ibk,oversampling,noFeatureSel,2.0,0.0,460.0,1.0,0.9978448578777472,0.9978401727861771,0.7557971014492754,0.7989578810247498
Avro,22,81.31132125854492,0.38257797714322805,0.6109979469329119,ibk,oversampling,noFeatureSel,3.0,0.0,488.0,0.0,1.0,1.0,1.0,1.0
Avro,23,87.18593120574951,0.3979689907282591,1.7241379246115685,ibk,oversampling,noFeatureSel,3.0,11.0,502.0,6.0,0.9748458166867073,0.9674329501915708,0.7223305176521551,0.24502297090352132
Avro,1,1.1605647392570972,0.0,0.0,randomForest,undersampling,noFeatureSel,0.0,0.0,68.0,0.0,1.0,1.0,NaN,1.0
Avro,2,1.9741564989089966,0.0,0.0,randomForest,undersampling,noFeatureSel,0.0,0.0,415.0,0.0,1.0,1.0,NaN,1.0
Avro,3,6.939458847045898,0.0,0.0,randomForest,undersampling,noFeatureSel,0.0,0.0,158.0,0.0,1.0,1.0,NaN,1.0
Avro,4,8.829863369464874,0.0,0.0,randomForest,undersampling,noFeatureSel,0.0,0.0,160.0,0.0,1.0,1.0,NaN,1.0
Avro,5,10.74419692158699,0.0,0.0,randomForest,undersampling,noFeatureSel,0.0,0.0,171.0,0.0,1.0,1.0,NaN,1.0
Avro,6,12.790140509605408,0.0,0.0,randomForest,undersampling,noFeatureSel,0.0,0.0,241.0,0.0,1.0,1.0,NaN,1.0
Avro,7,15.673606097698212,0.0,0.0,randomForest,undersampling,noFeatureSel,0.0,0.0,239.0,0.0,1.0,1.0,NaN,1.0
Avro,8,18.533141911029816,0.0,0.37878789007663727,randomForest,undersampling,noFeatureSel,0.0,0.0,789.0,3.0,NaN,0.9962121212121212,0.5,0.0
Avro,9,28.009092807769775,0.1281503587961197,0.3717472078278661,randomForest,undersampling,noFeatureSel,1.0,26.0,242.0,0.0,0.9964202120335949,0.9033457249070632,0.9104477611940299,0.06472318801818677
Avro,10,31.22756779193878,0.15325670829042792,0.716845877468586,randomForest,undersampling,noFeatureSel,2.0,38.0,239.0,0.0,0.9931899641577062,0.8637992831541219,0.9864620938628159,0.08271327219242125
Avro,11,34.56568419933319,0.2076843287795782,0.6872852332890034,randomForest,undersampling,noFeatureSel,2.0,288.0,1.0,0.0,0.9931745467472449,0.010309278350515464,0.9948096885813149,4.7725862644966955E-5
Avro,12,38.0473792552948,0.2515723230317235,0.6872852332890034,randomForest,undersampling,noFeatureSel,1.0,0.0,289.0,1.0,0.996575423628392,0.9965635738831615,1.0,0.6651323360184114
Avro,13,41.52907431125641,0.2881014021113515,0.6369426846504211,randomForest,undersampling,noFeatureSel,2.0,310.0,2.0,0.0,0.9936714029070717,0.012738853503184714,0.9663461538461539,8.217939762501673E-5
Avro,14,45.28595209121704,0.317040947265923,0.31847134232521057,randomForest,undersampling,noFeatureSel,1.0,14.0,299.0,0.0,0.9970276008492569,0.9554140127388535,0.9968051118210862,0.11974369243091636
Avro,15,49.04283285140991,0.31715051736682653,0.3174603218212724,randomForest,undersampling,noFeatureSel,1.0,309.0,5.0,0.0,0.9968356374807987,0.01904761904761905,1.0,1.0272741281011009E-4
Avro,16,52.811676263809204,0.31717263627797365,0.31347961630672216,randomForest,undersampling,noFeatureSel,1.0,12.0,306.0,0.0,0.9971063419339282,0.9623824451410659,1.0,0.13783783783783743
